gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CustomerType
1,1,0,0,4,1,2,1,0,2,0,0,0,2,0,1,2,4,4931,6
0,0,0,0,0,1,2,2,1,1,1,1,1,1,2,1,1,0,116,5
1,0,1,1,5,1,2,1,2,0,2,2,2,2,2,0,0,5,6937,4
0,0,1,0,4,1,2,2,1,1,1,1,1,1,1,0,2,0,1261,1
1,0,0,0,3,1,0,0,2,0,2,0,2,2,0,1,2,3,3273,7
0,0,1,1,5,1,0,2,1,1,1,1,1,1,2,0,1,0,1415,3
1,0,1,0,4,1,0,0,2,2,2,0,2,0,1,0,1,2,3958,2
1,0,0,0,5,0,1,0,0,2,2,0,0,0,1,1,0,1,2492,7
1,0,0,0,1,1,0,2,1,1,1,1,1,1,1,0,3,0,279,5
0,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,1,0,1083,1
0,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,0,755,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,402,5
0,1,1,0,3,1,2,0,2,2,2,0,0,0,0,1,1,2,3252,7
0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,2,1,68,5
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,46,5
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,45,5
1,1,0,0,0,0,1,0,0,2,2,0,0,2,0,1,2,1,43,5
1,0,1,1,3,1,0,2,1,1,1,1,1,1,2,1,3,0,936,1
0,1,0,0,3,1,0,0,2,2,0,0,0,0,0,1,1,2,2250,7
0,0,1,0,5,1,0,0,2,0,2,2,0,0,2,0,1,2,3857,2
0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,1,2,3,1441,3
1,0,0,0,4,1,0,1,0,2,0,0,0,2,0,1,2,3,4338,2
1,0,1,1,5,1,0,2,1,1,1,1,1,1,2,0,3,0,1378,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,45,5
0,1,0,0,4,0,1,0,0,2,2,2,2,0,0,1,2,1,2566,7
1,0,1,0,0,1,2,2,1,1,1,1,1,1,1,0,3,0,171,5
0,1,1,0,2,1,0,0,0,0,2,0,0,2,1,0,3,2,1597,3
1,1,0,0,3,1,2,1,0,2,0,0,2,2,1,1,2,4,4744,6
0,0,1,1,5,1,2,1,2,0,0,2,2,2,1,1,0,5,6721,0
0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,2,3,247,5
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,44,5
1,0,1,1,5,1,2,2,1,1,1,1,1,1,2,0,1,0,1734,3
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,45,5
0,0,1,1,4,1,2,1,2,2,0,0,0,2,0,1,2,4,4539,6
0,0,1,1,3,1,0,2,1,1,1,1,1,1,2,0,0,0,804,1
0,0,1,1,5,1,0,0,2,2,2,0,2,0,2,1,1,3,5011,6
0,0,1,0,3,1,2,0,2,2,0,2,2,2,2,0,1,4,3574,2
1,0,1,0,5,1,2,1,2,2,2,2,2,2,2,1,1,5,8086,4
1,0,1,0,3,1,2,1,0,0,0,0,2,2,1,1,1,4,4563,6
1,0,0,0,5,1,2,0,2,2,2,2,2,2,2,0,1,4,6362,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,1,0,67,5
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,3,70,5
1,0,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,4,165,5
1,0,0,0,2,0,1,0,2,2,0,0,0,2,0,1,0,1,1156,1
1,0,1,1,2,1,0,0,2,0,0,0,0,2,0,1,3,2,1834,3
0,1,1,0,2,1,2,1,2,2,0,2,2,0,0,1,0,4,3653,2
1,0,0,0,2,1,0,0,2,2,0,0,0,0,1,0,0,2,1477,3
1,0,1,1,1,1,0,0,2,2,0,2,0,2,0,1,1,3,1706,3
1,0,1,1,5,1,0,0,2,0,2,2,0,0,2,1,0,2,3953,2
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,3,1194,1
0,0,0,0,1,1,0,0,0,2,2,0,0,0,1,0,0,2,1327,1
1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,3,0,419,5
0,0,1,1,0,1,0,2,1,1,1,1,1,1,0,1,2,0,21,5
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,45,5
1,1,0,0,0,0,1,0,0,2,0,0,2,2,0,1,1,1,207,5
1,0,0,1,1,1,2,0,2,2,0,0,0,2,0,1,2,3,1083,1
0,0,1,0,3,0,1,0,0,0,0,0,2,2,0,1,2,1,2007,3
1,0,0,1,5,1,2,0,2,2,0,2,2,2,2,1,0,4,5882,0
1,0,0,0,3,1,2,0,2,2,2,2,0,0,0,0,2,3,2657,7
1,1,1,0,2,1,0,0,0,2,0,0,0,0,0,1,0,1,1527,3
0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,3,378,5
1,0,0,0,1,1,0,1,0,2,2,0,0,2,0,1,1,4,1612,3
1,0,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3,0,76,5
0,0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,2,0,260,5
1,0,1,1,5,1,2,0,2,2,2,2,2,2,2,1,1,4,6441,0
1,0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,4,266,5
1,0,0,0,4,1,2,1,0,2,0,2,0,2,0,1,2,4,5124,6
0,0,0,0,3,1,2,2,1,1,1,1,1,1,1,1,3,0,962,1
1,0,0,0,3,0,1,0,0,2,0,2,0,0,1,0,1,1,1382,3
0,0,0,0,0,1,0,0,2,2,0,2,2,2,0,1,2,3,571,5
1,0,0,0,5,1,0,2,1,1,1,1,1,1,2,0,1,0,1399,3
1,0,1,1,0,1,0,2,1,1,1,1,1,1,1,0,3,0,150,5
0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,1,2,0,167,5
0,0,1,1,5,1,2,1,2,2,2,2,2,0,2,0,1,5,7657,4
1,0,1,1,3,1,0,2,1,1,1,1,1,1,1,1,0,0,865,1
0,0,0,0,5,1,2,1,0,2,2,0,2,0,1,1,2,4,6153,0
0,0,0,0,0,1,2,0,0,0,0,2,2,0,0,0,2,2,174,5
1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,1,1,1269,1
0,0,0,0,3,1,2,1,0,2,2,0,0,0,0,1,0,3,3862,2
0,1,1,0,5,1,2,0,2,2,2,2,2,2,2,0,1,4,6352,0
1,0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,2,2,1348,1
1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,1,50,5
1,0,1,0,1,1,0,2,1,1,1,1,1,1,0,1,0,0,471,5
1,0,1,1,5,1,2,0,0,2,2,2,2,2,2,1,1,4,5931,0
1,0,1,1,2,1,2,0,0,0,0,0,2,0,0,0,2,2,1404,3
1,0,1,1,3,1,0,2,1,1,1,1,1,1,2,0,0,0,726,1
0,1,1,1,1,1,2,1,0,0,0,0,2,0,0,0,0,3,1961,3
0,0,1,1,4,1,2,0,0,0,2,2,2,0,2,1,0,3,4194,2
1,0,1,1,4,1,2,1,0,0,2,0,2,2,0,1,2,4,4872,6
1,0,1,1,3,1,2,1,0,0,2,2,2,2,0,1,0,5,5118,6
0,0,1,1,2,1,0,2,1,1,1,1,1,1,0,1,3,0,658,1
1,0,1,1,0,1,0,1,0,0,0,0,0,2,0,1,2,3,81,5
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,2,0,76,5
0,0,1,0,4,1,2,1,0,2,2,2,2,2,1,1,0,5,5809,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,20,5
1,0,0,0,1,1,0,2,1,1,1,1,1,1,1,1,3,0,415,5
0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,1,2,3,246,5
0,0,0,0,4,1,0,2,1,1,1,1,1,1,1,1,0,0,996,1
0,0,1,0,4,1,0,0,2,2,0,2,0,0,1,1,0,2,3145,7
0,0,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0,265,5
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,20,5
1,0,0,1,0,1,0,2,1,1,1,1,1,1,0,1,3,0,21,5
1,0,0,0,5,1,2,0,2,2,2,2,0,0,1,0,2,3,4576,6
1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,2,189,5
1,0,0,0,3,1,0,2,1,1,1,1,1,1,2,0,1,0,908,1
1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,49,5
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,215,5
0,0,1,1,5,1,0,2,1,1,1,1,1,1,2,0,0,0,1500,3
1,0,1,1,4,1,2,1,0,0,2,0,2,0,0,1,1,4,5099,6
0,0,0,0,5,1,2,1,0,2,2,2,0,0,1,1,0,4,6385,0
0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,3,159,5
1,0,1,1,5,1,2,1,2,0,0,2,2,2,2,0,0,5,6885,4
1,0,1,0,5,1,2,1,0,2,0,0,2,0,0,1,0,4,5940,0
1,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,1,1,668,1
0,0,1,1,1,1,2,1,0,0,2,2,0,2,0,1,0,4,1916,3
1,0,0,1,0,1,0,1,0,2,0,0,0,0,0,1,2,3,75,5
1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,3,75,5
0,0,1,1,4,1,2,1,0,0,0,0,2,2,0,1,0,4,4613,6
0,0,0,0,5,1,2,1,2,2,2,0,2,0,2,1,0,4,7261,4
0,0,1,0,3,1,2,0,2,0,0,0,0,0,0,0,2,2,2459,7
1,0,0,0,1,1,2,1,0,2,2,0,0,0,0,1,0,3,2048,3
0,0,1,1,0,0,1,0,0,2,0,2,0,0,0,0,2,0,163,5
0,0,1,1,2,1,2,1,0,2,2,2,0,0,0,0,1,4,2888,7
0,0,0,0,3,1,2,0,2,2,0,0,0,0,1,1,0,2,2421,7
1,0,0,0,1,1,0,1,2,0,2,0,2,2,1,1,1,4,2292,7
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,553,5
1,0,0,0,5,1,0,0,2,2,0,0,0,0,1,1,3,2,3465,2
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,1210,1
1,1,0,0,1,1,2,0,0,2,0,0,0,0,0,0,1,2,1291,1
1,0,0,0,5,1,2,0,2,2,2,2,0,2,1,1,1,3,5356,6
0,0,0,0,4,1,0,1,0,2,2,0,2,2,1,1,3,4,5200,6
0,0,0,0,4,0,1,0,2,0,2,0,2,2,2,0,2,2,3237,7
0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,1,2,3,576,5
0,0,0,0,1,1,0,2,1,1,1,1,1,1,1,1,1,0,433,5
0,0,1,1,1,1,2,1,0,0,0,0,0,2,0,0,2,4,1868,3
1,0,1,1,5,1,0,0,2,0,2,2,2,2,2,1,2,3,5728,0
1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,3,825,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,0,390,5
1,1,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,4,93,5
1,1,0,0,2,1,2,1,0,2,0,0,2,0,0,1,2,4,2845,7
0,0,0,0,4,1,0,0,0,2,2,2,2,0,2,0,3,3,3894,2
0,0,1,1,3,1,0,2,1,1,1,1,1,1,2,1,0,0,886,1
1,0,0,0,0,1,2,1,0,2,2,0,0,2,0,1,2,4,1021,1
0,0,1,0,4,1,2,1,0,0,2,2,2,2,0,1,1,4,5885,0
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,0,268,5
1,0,1,0,2,1,2,0,2,0,0,2,2,2,1,0,3,3,2204,3
0,0,1,1,1,1,2,1,0,2,0,0,0,2,0,1,0,4,1259,1
0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,3,0,309,5
0,0,1,1,5,1,2,1,0,2,0,2,0,2,2,1,0,4,6398,0
0,0,1,1,2,1,0,1,0,2,2,0,2,0,0,1,0,4,2257,7
1,1,1,0,4,1,2,1,2,2,2,0,2,2,1,1,2,5,6287,0
0,0,1,1,2,0,1,0,2,0,0,2,2,0,2,1,1,1,1662,3
0,1,0,0,1,1,2,1,0,0,0,0,2,0,0,1,2,3,1350,3
1,0,1,1,3,1,2,0,0,2,2,0,2,2,1,0,1,3,3600,2
0,0,0,0,1,1,0,1,0,2,0,0,2,0,0,1,2,3,1329,1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,45,5
1,0,0,0,1,1,0,2,1,1,1,1,1,1,1,0,3,0,422,5
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,3,69,5
1,0,1,1,5,1,0,0,2,0,2,2,0,2,2,0,3,2,4627,6
0,0,1,1,5,1,2,1,0,0,2,2,2,2,2,1,0,5,6717,0
0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,2,1,97,5
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,3,1710,3
0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,3,637,1
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,117,5
1,0,0,0,4,0,1,0,2,0,0,2,2,0,2,0,1,1,2460,7
0,0,0,0,4,1,0,1,0,0,2,0,2,2,2,1,2,4,5464,6
1,0,0,0,1,1,2,1,0,0,2,0,2,0,0,1,3,4,2165,3
0,0,1,1,4,1,2,1,0,2,0,0,2,2,1,0,3,4,4941,6
1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,223,5
1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,3,181,5
0,0,0,1,0,1,2,1,0,0,2,2,0,0,0,1,3,4,341,5
1,0,1,1,5,1,2,0,2,2,2,2,2,0,2,1,0,3,5731,0
1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,3,357,5
1,0,1,1,4,1,2,0,2,0,2,2,2,2,0,0,2,4,4616,6
0,0,1,0,3,1,2,1,2,2,2,0,2,0,0,1,2,4,4533,6
0,0,0,1,2,1,0,2,1,1,1,1,1,1,1,0,1,0,589,1
1,0,1,1,1,1,0,0,0,2,2,2,0,0,0,0,0,2,750,1
0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,3,1,1410,3
0,0,0,0,0,1,2,1,0,0,0,0,0,2,0,0,2,4,830,1
1,0,1,0,3,1,0,2,1,1,1,1,1,1,2,0,0,0,743,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,45,5
1,0,1,0,5,1,2,1,0,2,2,0,2,2,1,0,2,5,7040,4
1,0,1,0,4,1,0,0,2,2,0,0,2,2,1,1,3,3,3865,2
1,0,1,1,5,1,0,1,2,2,2,2,2,2,2,0,3,5,6825,0
0,0,0,0,1,1,0,1,0,2,0,0,0,2,0,1,2,4,1340,1
0,1,1,0,0,1,2,1,0,2,0,0,0,0,0,1,2,3,371,5
1,0,0,0,0,1,0,1,0,0,2,0,2,2,1,0,2,4,1184,1
0,0,1,1,5,1,2,1,2,2,2,2,2,2,2,1,0,5,8477,4
1,1,0,0,5,1,2,1,0,2,0,2,2,2,1,0,0,5,7382,4
0,0,1,0,1,1,0,2,1,1,1,1,1,1,1,0,3,0,456,5
0,0,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,0,331,5
1,0,1,0,5,1,0,1,2,2,0,0,0,2,1,1,1,4,6056,0
1,0,0,1,0,1,2,0,2,2,0,0,0,0,0,0,0,2,134,5
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,125,5
0,0,1,0,1,1,0,1,0,0,0,0,2,2,0,0,2,4,1390,3
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,0,20,5
1,0,1,1,3,1,0,0,2,2,2,0,0,0,1,1,0,2,2511,7
0,0,0,1,3,1,0,0,2,2,0,0,0,2,0,1,2,2,2737,7
1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,3,74,5
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,3,70,5
0,0,1,1,2,1,0,1,0,0,0,0,2,2,0,1,2,4,2361,7
1,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,2,3,1730,3
1,0,1,0,5,1,2,0,2,2,2,2,2,2,2,0,0,4,6404,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,0,165,5
0,1,0,0,2,1,2,0,0,2,2,2,0,0,0,0,0,2,1867,3
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,3,1043,1
1,0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0,128,5
0,0,0,0,5,1,2,1,0,2,2,2,2,2,2,1,0,5,7455,4
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,24,5
1,0,0,0,0,1,0,0,2,0,2,0,2,2,0,1,2,3,206,5
1,1,0,0,1,1,0,1,0,0,2,0,2,2,0,1,0,4,2030,3
0,0,1,0,5,1,2,1,0,2,2,0,0,0,0,1,0,3,5869,0
0,0,1,0,5,0,1,0,2,2,2,2,0,0,2,1,0,1,3377,2
0,0,1,1,5,1,0,2,1,1,1,1,1,1,2,0,3,0,1346,1
0,0,0,0,3,1,2,1,0,0,2,2,2,2,0,1,2,5,4946,6
1,0,1,0,3,1,2,1,0,2,2,0,0,0,0,1,0,3,4065,2
0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,1,106,5
1,0,0,0,3,1,2,1,2,0,2,2,2,2,0,1,1,5,4964,6
1,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,0,3,4085,2
0,0,1,0,1,1,2,0,2,0,0,2,2,2,0,1,2,3,1742,3
1,0,0,0,5,1,2,0,2,2,2,2,2,2,2,0,0,4,6224,0
1,0,1,1,3,1,2,1,0,2,2,0,2,0,0,1,2,4,3415,2
1,0,1,1,5,1,2,0,2,2,2,2,2,2,2,0,2,4,6325,0
1,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,2,1,340,5
0,0,0,0,5,1,2,2,1,1,1,1,1,1,2,1,1,0,1683,3
1,0,1,1,4,1,0,0,2,0,0,2,2,2,1,1,0,3,3966,2
0,0,1,1,2,1,0,2,1,1,1,1,1,1,1,0,0,0,608,1
0,0,0,0,2,1,2,1,0,0,0,0,2,0,0,0,2,3,2896,7
1,0,1,1,5,1,2,2,1,1,1,1,1,1,2,1,3,0,1514,3
1,1,1,0,5,1,2,1,0,2,2,0,2,2,1,1,0,5,6792,0
1,0,0,0,3,1,2,1,2,2,0,2,2,0,0,0,3,4,4669,6
0,0,0,0,0,1,0,1,2,0,0,0,2,2,0,1,2,4,95,5
0,0,0,0,4,1,2,0,2,2,0,0,0,0,0,1,1,2,2934,7
0,0,1,1,5,1,2,1,0,2,0,2,2,0,2,0,1,4,6302,0
1,0,0,1,3,1,0,2,1,1,1,1,1,1,1,0,0,0,779,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0,283,5
0,1,0,0,3,1,0,1,2,2,0,2,2,2,0,1,1,5,4600,6
1,1,0,0,4,1,2,1,0,0,2,0,2,2,0,1,2,4,5594,0
0,0,0,0,1,1,0,0,0,0,0,2,0,2,1,0,1,2,772,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,3,71,5
1,0,1,1,1,1,0,0,2,2,0,0,0,0,1,1,3,2,857,1
1,0,1,1,5,1,2,1,2,2,0,0,2,2,0,1,2,5,7554,4
1,1,1,0,5,1,2,0,2,2,2,0,2,2,2,1,1,3,5981,0
0,0,1,1,1,1,0,1,0,0,2,0,0,0,0,1,1,3,1702,3
1,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,3,0,467,5
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,0,20,5
1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,69,5
0,1,1,0,2,1,2,1,0,0,0,0,2,2,0,1,2,4,2931,7
1,0,1,1,1,1,0,1,0,0,0,0,2,0,0,0,2,3,1400,3
0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,2,0,137,5
0,0,0,0,2,1,2,0,0,0,2,0,0,0,1,0,2,2,1941,3
0,0,0,0,4,0,1,0,0,2,2,2,0,0,2,0,1,1,1932,3
0,0,1,1,3,0,1,0,0,0,0,2,0,0,0,1,1,0,1423,3
0,0,0,1,4,1,0,2,1,1,1,1,1,1,2,0,1,0,970,1
1,0,1,0,5,1,2,0,2,2,2,2,0,2,2,0,1,3,5810,0
1,0,0,1,0,1,2,2,1,1,1,1,1,1,0,0,1,0,223,5
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0,391,5
1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,3,79,5
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,0,19,5
1,0,0,0,0,1,0,1,0,0,2,0,2,2,0,1,2,4,811,1
1,0,0,0,0,1,2,1,2,0,0,0,0,2,0,0,3,4,174,5
0,0,1,0,3,1,2,1,0,0,0,2,0,0,0,1,1,3,3126,7
1,0,1,0,5,1,2,1,0,0,2,0,2,2,1,0,0,4,6841,4
0,0,1,0,3,1,2,1,2,0,2,2,0,2,1,1,2,4,3754,2
1,0,0,1,1,1,2,1,0,0,2,0,0,0,0,1,1,3,1406,3
1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,3,834,1
0,0,1,0,0,1,2,1,0,0,0,0,0,2,0,1,1,3,627,1
0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,3,242,5
1,0,1,1,4,1,0,0,2,0,0,0,0,2,1,0,1,2,3157,7
1,0,1,0,2,1,2,1,0,2,2,0,0,2,0,1,2,4,3092,7
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2168,3
1,0,0,0,2,1,2,2,1,1,1,1,1,1,2,0,0,0,980,1
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,0,65,5
1,0,1,1,2,1,0,2,1,1,1,1,1,1,2,0,3,0,711,1
0,0,0,0,2,1,2,0,2,0,0,2,0,0,1,0,2,2,1952,3
1,0,1,1,3,1,2,1,0,2,2,0,0,2,1,1,1,4,4368,2
1,0,0,0,3,1,0,0,2,2,0,2,0,0,0,1,3,2,2647,7
0,0,0,0,5,1,2,1,2,2,2,2,2,2,2,1,2,5,8477,4
1,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,2,2,54,5
0,0,1,1,5,0,1,0,2,2,2,2,2,2,2,0,0,2,4528,6
0,0,1,1,1,1,0,1,0,0,0,0,0,2,0,1,2,3,1790,3
1,0,1,1,3,1,0,2,1,1,1,1,1,1,1,1,0,0,845,1
0,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,3,0,1210,1
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,20,5
0,0,0,0,0,1,2,0,0,0,0,2,2,2,1,1,3,3,854,1
1,0,0,0,2,1,2,1,0,2,0,0,0,0,0,1,2,3,2429,7
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,100,5
0,0,1,1,5,1,2,0,2,0,0,0,2,2,2,1,2,3,5229,6
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,44,5
1,0,1,0,3,0,1,0,2,2,2,0,0,0,1,1,2,1,1716,3
1,0,1,1,3,1,2,0,2,2,2,0,2,0,0,1,1,3,3023,7
1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,3,75,5
1,0,0,0,4,1,2,1,2,2,0,0,2,0,1,1,2,4,4837,6
1,0,1,1,3,0,1,0,2,0,2,2,2,0,2,0,1,1,2032,3
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,0,436,5
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,3,70,5
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,20,5
0,0,0,0,4,1,2,1,2,2,0,0,2,2,0,1,1,5,5893,0
1,0,0,1,1,1,2,1,0,2,0,0,2,0,0,1,2,4,1430,3
1,0,1,1,0,1,2,2,1,1,1,1,1,1,2,1,0,0,313,5
0,0,1,1,4,1,0,0,2,0,2,2,0,2,2,0,0,3,3871,2
0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,1,2,2,458,5
0,0,1,1,2,1,2,1,0,0,0,0,0,2,0,0,1,4,2745,7
1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,0,341,5
0,0,0,1,1,1,0,0,2,0,2,0,0,2,1,0,3,2,1336,1
1,1,1,0,2,1,2,0,0,0,2,0,2,2,2,0,2,3,2181,3
1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,3,1,147,5
1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,3,818,1
0,0,0,0,5,1,2,1,2,2,2,2,2,2,1,1,1,5,7133,4
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,0,348,5
1,0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,3,0,128,5
0,0,0,0,3,1,2,1,0,0,2,0,2,2,1,1,2,4,4674,6
1,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,3,1737,3
1,0,0,0,5,1,2,2,1,1,1,1,1,1,2,1,0,0,1498,3
0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,1,50,5
0,0,1,0,2,1,0,1,0,0,2,0,0,0,0,1,2,3,1797,3
0,0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0,498,5
0,0,1,0,2,1,2,1,0,0,0,0,0,2,0,1,2,3,2624,7
0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,3,184,5
1,0,1,0,4,1,2,1,0,2,2,0,2,2,1,1,0,5,5498,6
0,0,1,1,4,1,2,0,2,0,2,2,2,2,2,1,2,3,4845,6
0,0,0,0,1,1,2,2,1,1,1,1,1,1,2,0,0,0,369,5
0,0,1,1,5,1,0,0,2,2,2,2,2,2,2,1,0,3,6096,0
0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,2,3,160,5
1,0,1,0,2,1,2,1,0,2,2,0,2,0,0,0,1,4,2684,7
1,1,1,0,2,1,2,1,0,0,2,0,2,2,0,1,2,4,3004,7
1,0,1,1,5,1,0,1,2,2,2,2,2,0,2,1,1,4,6994,4
0,0,0,0,1,1,0,2,1,1,1,1,1,1,1,0,3,0,273,5
0,1,1,0,4,1,2,1,2,2,2,2,0,0,1,1,2,4,5483,6
1,1,1,0,1,1,2,1,0,0,0,0,2,2,0,1,2,4,1233,1
1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,3,3,527,5
0,0,1,0,5,1,0,0,2,0,2,2,2,2,2,0,3,3,4985,6
0,0,0,0,1,1,0,0,2,0,2,2,0,0,1,1,2,2,1258,1
0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,2,2,111,5
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,43,5
1,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,2,4,308,5
0,0,0,0,1,1,0,2,1,1,1,1,1,1,1,0,1,0,383,5
0,0,0,0,2,1,0,1,0,0,0,2,2,0,0,0,2,3,2555,7
1,0,1,1,5,1,0,2,1,1,1,1,1,1,2,1,1,0,1284,1
1,1,1,0,5,1,2,1,2,2,2,0,0,2,2,1,1,5,7550,4
1,0,1,0,4,1,0,2,1,1,1,1,1,1,2,0,1,0,1110,1
